step,body_id,x,y,vx,vy
22,1,149998507283.53113,655597924.1227152,-129.80126038723307,29799.72923350175
22,2,219999306049.65015,530199467.8935818,-60.343486769816565,24099.930594818874
23,0,5.132557700432265,0.00731862637478402,0.0004277125393149302,9.148279105473094e-07
23,1,149998371582.24988,685397627.5689639,-135.7012812513258,29799.703446248623
23,2,219999242963.2823,554299391.8783848,-63.0863678630331,24099.923984802972
24,0,5.578866315708371,0.008316620345744477,0.0004463086152761053,9.97993970960457e-07
24,1,149998229980.95282,715197304.0558181,-141.60129707229717,29799.676486854238
24,2,219999177134.03397,578399308.952717,-65.82924830737797,24099.9170743321
25,0,6.04377099088145,0.009401396270838984,0.0004649046751730789,1.0847759250945068e-06
25,1,149998082479.6452,744996952.4111376,-147.50130761569505,29799.648355319543
25,2,219999108561.90588,602499218.8161232,-68.57212807249272,24099.909863406305
26,0,6.527271709173602,0.01057657004076359,0.0004835007182921526,1.175173769924607e-06
26,1,149997929078.33255,774796571.4627831,-153.40131264706753,29799.619051645546
26,2,219999037246.89874,626599121.1681489,-71.3150071280189,24099.902352025634
27,0,7.029368453093231,0.011845757543046006,0.0005020967439196286,1.2691875022824159e-06
27,1,149997769777.02063,804596160.0386164,-159.30131193196283,29799.58857583329
27,2,219998963189.0133,650699015.708339,-74.0578854435981,24099.894540190136
28,0,7.550061204435041,0.013212574661902107,0.0005206927513418097,1.366817118856102e-06
28,1,149997604575.7154,834395716.9665003,-165.2013052359294,29799.55692788388
28,2,219998886388.2503,674798902.1362388,-76.80076298887182,24099.88642789987
29,0,8.08934994428004,0.014680637278092452,0.0005392887398449994,1.4680626161903447e-06
29,1,149997433474.42307,864195241.0742987,-171.10129232451587,29799.524107798457
29,2,219998806844.61057,698898780.1513937,-79.54363973348164,24099.878015154885
30,0,8.647234652995541,0.016253561268778787,0.0005578847087155014,1.572923990686334e-06
30,1,149997256473.15012,893994731.1898769,-177.00127296327108,29799.490115578214
30,2,219998724558.0949,722998649.4533489,-82.28651564706911,24099.86930195524
31,0,9.223715310235162,0.017934962507380556,0.0005764806572396205,1.6814012386017707e-06
31,1,149997073571.9032,923794186.1411014,-182.9012469177441,29799.45495122439
31,2,219998639528.70422,747098509.7416499,-85.02939069927577,24099.860288301
32,0,9.818791894938824,0.019728456863431422,0.0005950765847036619,1.793494356050866e-06
32,1,149996884770.68924,953593604.7558396,-188.8012139534842,29799.41861473827
32,2,219998551756.43936,771198360.7158421,-87.77226485974316,24099.850974192224
33,0,10.432464385332755,0.021637660202435766,0.0006136724903939318,1.9092033390043425e-06
33,1,149996690069.5154,983392985.8619608,-194.70117383604088,29799.381106121196
33,2,219998461241.30127,795298202.0754712,-90.51513809811284,24099.84135962898
34,0,11.064732758929493,0.0236661883857252,0.000632268373596737,2.0285281832894333e-06
34,1,149996489468.38907,1013192328.2873353,-200.60112633096395,29799.342425374543
34,2,219998367983.2909,819398033.5200825,-93.25801038402636,24099.831444611333
35,0,11.715596992527878,0.025817657270315084,0.0006508642335983848,2.1514688845898833e-06
35,1,149996282967.31787,1042991630.859835,-206.5010712038034,29799.302572499746
35,2,219998271982.4092,843497854.7492218,-96.00088168712527,24099.821229139357
36,0,12.385057062213061,0.028095682708761033,0.0006694600696851837,2.2780254384459487e-06
36,1,149996070566.30966,1072790892.4073333,-212.40100822010956,29799.26154749828
36,2,219998173238.65723,867597665.4624349,-98.74375197705112,24099.810713213123
37,0,13.073112943356504,0.030503880549015427,0.0006880558811434428,2.4081978402543965e-06
37,1,149995852265.37253,1102590111.757705,-218.30093714543298,29799.219350371673
37,2,219998071752.036,891697465.3592676,-101.48662122344544,24099.799896832705
38,0,13.779764610615976,0.03304586663428393,0.0007066516672594723,2.541986085268506e-06
38,1,149995628064.51477,1132389287.7388265,-224.2008577453245,29799.175981121494
38,2,219997967522.5466,915797254.1392658,-104.22948939594978,24099.788779998184
39,0,14.50501203793556,0.035725256802882,0.0007252474273195829,2.6793901685980676e-06
39,1,149995397963.745,1162188419.178576,-230.10076978533527,29799.131439749362
39,2,219997860550.19012,939897031.5019754,-106.9723564642057,24099.77736270964
40,0,15.248855198545646,0.038545666888091384,0.0007438431606100864,2.820410085209384e-06
40,1,149995161963.07196,1191987504.9048328,-236.00067303101676,29799.085726256948
40,2,219997750834.9677,963996797.1469426,-109.71522239785475,24099.765644967152
41,0,16.011294064962943,0.04151071271801665,0.0007624388664172958,2.96504582992527e-06
41,1,149994920062.5047,1221786543.7454789,-241.90056724792075,29799.038840645968
41,2,219997638376.88055,988096550.7737135,-112.45808716653846,24099.753626770813
42,0,16.792328608990466,0.044624010115441703,0.0007810345440275247,3.1132973974250527e-06
42,1,149994672262.0525,1251585534.528397,-247.8004522015993,29798.990782918183
42,2,219997523175.9298,1012196292.0818342,-115.2009507398984,24099.741308120705
43,0,17.591958801717553,0.04788917489768627,0.000799630192727088,3.265164782244571e-06
43,1,149994418561.72482,1281384476.0814724,-253.7003276576049,29798.9415530754
43,2,219997405232.11673,1036296020.7708511,-117.9438130875761,24099.72868901692
44,0,18.410184613519853,0.05130982287646245,0.0008182258118023015,3.420647978776177e-06
44,1,149994158961.53143,1311183367.2325919,-259.60019338149027,29798.891151119482
44,2,219997284545.44254,1060395736.5403107,-120.68667417921313,24099.715769459548
45,0,19.247006014059334,0.054889569857731184,0.0008368214005394821,3.5797469812687355e-06
45,1,149993893461.4823,1340982206.8096442,-265.5000491388086,29798.83957705233
45,2,219997161115.90854,1084495439.0897593,-123.42953398445101,24099.702549448688
46,0,20.10242297228428,0.05863203164155881,0.0008554169582249476,3.7424617838276233e-06
46,1,149993622061.58762,1370780993.64052,-271.3998946951134,29798.786830875903
46,2,219997034943.51605,1108595128.118744,-126.17239247293132,24099.689028984438
47,0,20.976435456429297,0.06254082402197354,0.0008740124841450173,3.9087923804147315e-06
47,1,149993344761.8578,1400579726.5531123,-277.2997298159585,29798.732912592193
47,2,219996906028.26645,1132694803.3268108,-128.9152496142956,24099.675208066896
48,0,21.869043434015307,0.066619562786822,0.0008926079775860114,4.0787387648484645e-06
48,1,149993061562.30353,1430378404.3753154,-283.19955426689813,29798.677822203255
48,2,219996774370.16107,1156794464.413507,-131.65810537818538,24099.661086696164
49,0,22.78024687184956,0.07087186371762574,0.0009112034378342512,4.25230093080374e-06
49,1,149992772462.9357,1460177025.9350266,-289.099367813487,29798.62155971118
49,2,219996639969.20132,1180894111.0783794,-134.40095973424224,24099.64666487235
50,0,23.71004573602562,0.07530134258943773,0.0009297988641760596,4.429478871811989e-06
50,1,149992477463.76547,1489975590.0601447,-294.99917022128017,29798.564125118115
50,2,219996502825.38867,1204993743.0209749,-137.14381265210773,24099.631942595563
51,0,24.65843999192338,0.07991161517069889,0.0009483942558977604,4.610272581261158e-06
51,1,149992176564.80423,1519774095.5785708,-300.8989612558331,29798.505518426246
51,2,219996362938.72458,1229093359.9408407,-139.88666410142338,24099.616919865908
52,0,25.62542960420906,0.0847062972230946,0.0009669896122856788,4.7946820523957056e-06
52,1,149991869766.06354,1549572541.3182087,-306.79874068270175,29798.445739637813
52,2,219996220309.21054,1253192961.5375242,-142.62951405183077,24099.6015966835
53,0,26.611014536835203,0.08968900450141121,0.0009855849326261413,4.982707278316607e-06
53,1,149991557067.55527,1579370926.1069639,-312.6985082674424,29798.3847887551
53,2,219996074936.84805,1277292547.5105727,-145.37236247297145,24099.585973048455
54,0,27.61519475304068,0.09486335275339255,0.0010041802162054757,5.17434825198135e-06
54,1,149991238469.2915,1609169248.7727444,-318.59826377561177,29798.32266578044
54,2,219995926821.63873,1301392117.5595336,-148.115209334487,24099.57004896089
55,0,28.63797021535069,0.10023295771959649,0.001022775462310011,5.36960496620394e-06
55,1,149990913971.28455,1638967508.1434608,-324.4980069727672,29798.259370716216
55,2,219995775963.58414,1325491671.3839545,-150.85805460601892,24099.553824420924
56,0,29.67934088557677,0.10580143513325138,0.0010413706702260782,5.568477413654896e-06
56,1,149990583573.54694,1668765703.0470257,-330.39773762446634,29798.194903564854
56,2,219995622362.68588,1349591208.6833832,-153.60089825720883,24099.53729942868
57,0,30.739306724816778,0.11157240072011264,0.001059965839240009,5.770965586861251e-06
57,1,149990247276.09143,1698563832.3113544,-336.29745549626733,29798.12926432883
57,2,219995466018.94562,1373690729.1573675,-156.34374025769827,24099.520473984285
58,0,31.817867693454915,0.1175494701983192,0.001078560968638137,5.977069478206558e-06
58,1,149989905078.9311,1728361894.764365,-342.19716035372886,29798.062453010665
58,2,219995306932.36505,1397790232.5054553,-159.0865805771288,24099.503348087866
59,0,32.91502375116171,0.12373625927825008,0.001097156057706797,6.186789079930882e-06
59,1,149989556982.07913,1758159889.2339778,-348.0968519624101,29797.99446961293
59,2,219995145102.94586,1421889718.4271948,-161.829419185142,24099.485921739553
60,0,34.03077485689404,0.1301363836623809,0.0011157511057323256,6.400124384130807e-06
60,1,149989202985.54904,1787957814.548116,-353.99653008787067,29797.92531413825
60,2,219994980530.68982,1445989186.6221342,-164.5722560513794,24099.468194939476
61,0,35.1651209688951,0.13675345904514033,0.0011343461120010606,6.6170753827594315e-06
61,1,149988843089.35455,1817755669.5347052,-359.8961944956708,29797.854986589282
61,2,219994813215.59866,1470088636.7898219,-167.3150911454826,24099.45016768777
62,0,36.31806204469444,0.1435911011127667,0.0011529410757993418,6.837642067626373e-06
62,1,149988477293.5096,1847553453.021674,-365.79584495137107,29797.783486968743
62,2,219994643157.67422,1494188068.6298065,-170.05792443709316,24099.431839984576
63,0,37.48959804110795,0.15065292554316448,0.0011715359964135103,7.061824430397766e-06
63,1,149988105598.02838,1877351163.8369534,-371.69548122053277,29797.71081527939
63,2,219994470356.91833,1518287481.8416367,-172.80075589585266,24099.41321183003
64,0,38.67972891423786,0.15794254800576074,0.0011901308731299088,7.2896224625962595e-06
64,1,149987728002.92532,1907148800.8084774,-377.5951030687177,29797.63697152404
64,2,219994294813.33286,1542386876.124861,-175.54358549140267,24099.394283224276
65,0,39.888454619472746,0.16546358416136175,0.001208725705234882,7.5210361556010246e-06
65,1,149987344508.21506,1936946362.764183,-383.49471026148814,29797.56195570554
65,2,219994116526.91965,1566486251.1790285,-178.28641319338473,24099.37505416746
66,0,41.11577511148752,0.1732196496620095,0.0012273204920147758,7.756065500647749e-06
66,1,149986955113.9125,1966743848.5320098,-389.394302564407,29797.485767826794
66,2,219993935497.68066,1590585606.7036881,-181.02923897144046,24099.355524659728
67,0,42.36169034424346,0.18121436015083814,0.0012459152327559382,7.994710488828637e-06
67,1,149986559820.03278,1996541256.9399006,-395.2938797430377,29797.408407890758
67,2,219993751725.61786,1614684942.3983893,-183.77206279521144,24099.33569470123
68,0,43.626200270988186,0.18945133126193056,0.001264509926744719,8.236971111092415e-06
68,1,149986158626.59122,2026338586.8158011,-401.19344156294426,29797.329875900425
68,2,219993565210.73322,1638784257.9626815,-186.51488463433924,24099.31556429212
69,0,44.90930484425566,0.1979341786201749,0.0012831045732674693,8.482847358244326e-06
69,1,149985751533.60342,2056135836.98766,-407.0929877896914,29797.250171858843
69,2,219993375953.02875,1662883553.0961142,-189.25770445846544,24099.295133432548
70,0,46.2110040158662,0.20666651784112103,0.0013016991716105425,8.732339220946135e-06
70,1,149985338541.08524,2085933006.2834291,-412.9925181888443,29797.169295769105
70,2,219993183952.5065,1686982827.498237,-192.00052223723165,24099.274402122675
71,0,47.5312977369265,0.21565196453083715,0.0013202937210602937,8.985446689716123e-06
71,1,149984919649.0527,2115730093.5310636,-418.89203252596883,29797.087247634354
71,2,219992989209.16855,1711082080.8685997,-194.74333794027942,24099.25337036266
72,0,48.87018595782958,0.22489413428576624,0.0013388882209030798,9.242169754929096e-06
72,1,149984494857.52213,2145527097.5585213,-424.7915305666314,29797.004027457777
72,2,219992791723.017,1735181312.9067523,-197.48615153725038,24099.232038152666
73,0,50.22766862825483,0.23439664269258262,0.0013574826704252595,9.502508406816378e-06
73,1,149984064166.51004,2175324017.1937637,-430.6910120763992,29796.919635242608
73,2,219992591494.054,1759280523.3122451,-200.2289629977861,24099.210405492857
74,0,51.60374569716802,0.24416310532804844,0.0013760770689131936,9.766462635465814e-06
74,1,149983627576.03323,2205120851.2647557,-436.5904768208399,29796.834070992132
74,2,219992388522.2817,1783379711.7846286,-202.9717722915282,24099.1884723834
75,0,52.998417112821265,0.2541971377588702,0.001394671415653245,1.0034032430821772e-05
75,1,149983185086.10867,2234917598.5994654,-442.48992456552196,29796.74733470968
75,2,219992182807.70233,1807478878.023453,-205.71457938811824,24099.166238824466
76,0,54.41168282275304,0.2645023555415553,0.0014132657099317782,1.0305217782685139e-05
76,1,149982736696.7536,2264714258.025864,-448.3893550760144,29796.65942639863
76,2,219991974350.31808,1831578021.7282693,-208.45738425719787,24099.143704816226
77,0,55.8435427737882,0.27508237422226867,0.00143185995103516,1.0580018680713325e-05
77,1,149982282407.98547,2294510828.3719263,-454.28876811788695,29796.570346062406
77,2,219991763150.13123,1855677142.5986283,-211.20018686840868,24099.120870358853
78,0,57.29399691203796,0.2859408093366889,0.0014504541382497592,1.0858435114420265e-05
78,1,149981822219.82202,2324307308.465631,-460.18816345671,29796.480093704486
78,2,219991549207.14404,1879776240.3340807,-213.94298719139226,24099.097735452524
79,0,58.76304518289991,0.2970812764098653,0.0014690482708619465,1.1140467073176416e-05
79,1,149981356132.28116,2354103697.134959,-466.0875408580547,29796.38866932839
79,2,219991332521.35886,1903875314.6341782,-216.68578519579023,24099.07430009742
80,0,60.250687531058006,0.30850739095607405,0.001487642348158095,1.1426114546208756e-05
80,1,149980884145.38107,2383899993.2078967,-471.9869000874928,29796.296072937683
80,2,219991113092.778,1927974365.1984718,-219.42858085124422,24099.050564293728
81,0,61.75692390048258,0.3202227684786748,0.0015062363694245797,1.1715377522600789e-05
81,1,149980406259.14017,2413696195.5124326,-477.8862409105969,29796.202304535982
81,2,219990890921.4039,1952073391.7265134,-222.17137412739584,24099.026528041624
82,0,63.28175423443036,0.33223102446996733,0.0015248303339477779,1.2008255991292543e-05
82,1,149979922473.5771,2443492302.8765597,-483.7855630929401,29796.107364126954
82,2,219990666007.2389,1976172393.9178548,-224.91416499388671,24099.0021913413
83,0,64.82517847544443,0.3445357744110479,0.0015434242410140692,1.230474994108057e-05
83,1,149979432788.7107,2473288314.128274,-489.6848664000965,29796.011251714306
83,2,219990438350.28546,2000271371.4720478,-227.65695342035846,24098.97755419294
84,0,66.38719656535427,0.3571406337716658,0.001562018089909835,1.2604859360617948e-05
84,1,149978937204.5601,2503084228.095576,-495.5841505976407,29795.9139673018
84,2,219990207950.54608,2024370324.0886445,-230.39973937645271,24098.952616596744
85,0,67.96780844527574,0.3700492180100801,0.0015806118799214595,1.290858423841428e-05
85,1,149978435721.14462,2532880043.606469,-501.48341545114823,29795.81551089324
85,2,219989974808.02325,2048469251.4671974,-233.1425228318111,24098.9273785529
86,0,69.56701405561107,0.38326514257291583,0.0015992056103353287,1.3215924562835696e-05
86,1,149977928338.4839,2562675759.4889617,-507.3826607261953,29795.71588249248
86,2,219989738922.7195,2072568153.307259,-235.88530375607527,24098.901840061608
87,0,71.1848133360489,0.3967920228950207,0.0016177992804378314,1.352688032210485e-05
87,1,149977415056.5977,2592471374.571065,-513.281886188359,29795.61508210342
87,2,219989500294.6374,2096667029.308382,-238.62808211888685,24098.876001123066
88,0,72.82120622556427,0.41063347439932163,0.0016363928895153583,1.3841451504300925e-05
88,1,149976895875.50607,2622266887.680795,-519.1810916032168,29795.51310973001
88,2,219989258923.7795,2120765879.1701195,-241.37085788988747,24098.849861737475
89,0,74.47619266241857,0.4247931124966813,0.0016549864368543025,1.4159638097359632e-05
89,1,149976370795.22934,2652062297.6461716,-525.0802767363476,29795.40996537625
89,2,219989014810.14847,2144864702.5920246,-244.1136310387188,24098.823421905043
90,0,76.14977258415963,0.4392745525857545,0.00167357992174106,1.4481440089073208e-05
90,1,149975839815.788,2681857603.2952175,-530.9794413533306,29795.30564904618
90,2,219988767953.74695,2168963499.2736506,-246.85640153502248,24098.796681625972
91,0,77.84194592762167,0.4540814100528449,0.0016921733434620285,1.480685746709042e-05
91,1,149975302937.2028,2711652803.455961,-536.8785852197459,29795.200160743887
91,2,219988518354.5776,2193062268.9145513,-249.59916934844017,24098.769640900475
92,0,79.55271262892528,0.46921730027176145,0.0017107667013036088,1.5135890218916561e-05
92,1,149974760159.4947,2741447896.9564347,-542.7777081011747,29795.093500473515
92,2,219988266012.64316,2217161011.21428,-252.34193444861353,24098.74229972876
93,0,81.28207262347748,0.4846858386036749,0.001729359994552204,1.546853833191346e-05
93,1,149974211482.68494,2771242882.624674,-548.6768097631987,29794.98566823925
93,2,219988010927.94635,2241259725.872391,-255.08469680518422,24098.714658111046
94,0,83.03002584597169,0.5004906403969744,0.0017479532224942195,1.5804801793299465e-05
94,1,149973656906.79495,2801037759.288719,-554.5758899714004,29794.876664045325
94,2,219987753100.48996,2265358412.588439,-257.8274563877939,24098.68671604755
95,0,84.79657223038775,0.516635320987124,0.0017665463844160636,1.6144680590149464e-05
95,1,149973096431.84647,2830832525.776615,-560.4749484913636,29794.76648789602
95,2,219987492530.2768,2289457071.0619774,-260.5702131660843,24098.658473538482
96,0,86.5817117099919,0.5331234956965188,0.0017851394796041468,1.6488174709394872e-05
96,1,149972530057.8614,2860627180.916411,-566.3739850886726,29794.65513979567
96,2,219987229217.3097,2313555700.9925613,-263.31296710969696,24098.629930584073
97,0,88.38544421733678,0.5499587798343425,0.0018037325073448826,1.683528413782364e-05
97,1,149971957784.86185,2890421723.5361595,-572.2729995289126,29794.54261974864
97,2,219986963161.5915,2337654302.079746,-266.05571818827366,24098.601087184546
98,0,90.20776968426146,0.5671447886964227,0.001822325466924687,1.718600886208024e-05
98,1,149971379612.87027,2920216152.4639187,-578.1719915776696,29794.428927759363
98,2,219986694363.12512,2361752874.023086,-268.7984663714561,24098.571943340125
99,0,92.04868804189144,0.5846851375650884,0.0018409183576299781,1.7540348868665688e-05
99,1,149970795541.90927,2950010466.527751,-584.0709610005307,29794.31406383231
99,2,219986422821.91348,2385851416.522137,-271.5412116288859,24098.54249905104
100,0,93.90819922063862,0.602583441709026,0.0018595111787471778,1.7898304143937527e-05
100,1,149970205572.0017,2979804664.555723,-589.9699075630839,29794.198027971994
100,2,219986148537.95956,2409949929.276455,-274.2839539302048,24098.512754317522
101,0,95.78630315020133,0.6208433163831358,0.00187810392956271,1.8259874674109833e-05
101,1,149969609703.1707,3009598745.375906,-595.8688310309179,29794.080820182986
101,2,219985871511.26633,2434048411.9855947,-277.0266932450545,24098.482709139807
102,0,97.68299975956434,0.6394683768283891,0.0018966966093630015,1.8625060445253222e-05
102,1,149969007935.4395,3039392707.8163757,-601.7677311696225,29793.9624404699
102,2,219985591741.8368,2458146864.349113,-279.76942954307674,24098.45236351813
103,0,99.59828897699882,0.6584622382716839,0.001915289217434482,1.899386144329484e-05
103,1,149968400268.83176,3069186550.705213,-607.6666077447883,29793.842888837396
103,2,219985309229.674,2482245286.0665655,-282.51216279391315,24098.421717452726
104,0,101.5321707300624,0.6778285159257023,0.0019338817530635839,1.9366277654018365e-05
104,1,149967786703.37125,3098980272.8705034,-613.5654605220069,29793.722165290183
104,2,219985023974.78104,2506343676.837509,-285.2548929672055,24098.390770943843
105,0,103.48464494559914,0.6975708249887663,0.0019524742155367421,1.974230906306402e-05
105,1,149967167239.08197,3128773873.1403365,-619.4642892668709,29793.60026983302
105,2,219984735977.161,2530442036.3615007,-287.9976200325955,24098.359523991723
106,0,105.45571154973953,0.7176927806446949,0.0019710666041403953,2.0121955655928557e-05
106,1,149966541875.98822,3158567350.3428073,-625.3630937449738,29793.477202470705
106,2,219984445236.81705,2554540364.3380976,-290.74034395972484,24098.32797659661
107,0,107.44537046790052,0.7381979980626602,0.0019896589181609844,2.050521741796527e-05
107,1,149965910614.1145,3188360703.3060155,-631.26187372191,29793.352963208097
107,2,219984151753.75232,2578638660.4668565,-293.48306471823525,24098.296128758757
108,0,109.45362162478547,0.7590900923970442,0.0020082511568849533,2.0892094334383982e-05
108,1,149965273453.48553,3218153930.8580656,-637.160628963275,29793.22755205009
108,2,219983855527.97003,2602736924.447335,-296.2257822777685,24098.263980478412
109,0,111.48046494438422,0.7803726787872952,0.002026843319598749,2.1282586390251067e-05
109,1,149964630394.1263,3247947031.8270674,-643.0593592346654,29793.100969001633
109,2,219983556559.47342,2626835155.9790907,-298.9684966079663,24098.23153175583
110,0,113.52590034997304,0.8020493723577846,0.002045435405588821,2.1676693570489425e-05
110,1,149963981436.062,3277740005.0411353,-648.9580643016784,29792.97321406772
110,2,219983254848.26575,2650933354.761682,-301.71120767847043,24098.19878259127
111,0,115.58992776411466,0.8241237882176631,0.0020640274141416233,2.2074415859878504e-05
111,1,149963326579.31808,3307532849.3283887,-654.8567439299126,29792.84428725339
111,2,219982950394.35028,2675031520.494667,-304.4539154589226,24098.165732984984
112,0,117.67254710865828,0.8465995414607174,0.0020826193445436115,2.2475753243054292e-05
112,1,149962665823.9202,3337325563.5169525,-660.7553978849674,29792.714188563732
112,2,219982643197.73035,2699129652.8776045,-307.1966199189646,24098.13238293724
113,0,119.77375830473952,0.8694802471652266,0.0021012111960812445,2.2880705704509313e-05
113,1,149961999169.89426,3367118146.4349566,-666.6540259324432,29792.582918003885
113,2,219982333258.40933,2723227751.6100526,-309.93932102823817,24098.0987324483
114,0,121.8935612727805,0.8927695203938193,0.0021198029680409847,2.328927322859263e-05
114,1,149961326617.26642,3396910596.910536,-672.5526278379418,29792.450475579033
114,2,219982020576.39056,2747325816.391571,-312.6820187563851,24098.064781518427
115,0,124.0319559324898,0.9164709761933292,0.0021383946597092977,2.370145579950986e-05
115,1,149960648166.06305,3426702913.77183,-678.4512033670657,29792.316861294406
115,2,219981705151.6775,2771423846.921719,-315.42471307304714,24098.030530147895
116,0,126.18894220286245,0.9405882295946524,0.002156986270372652,2.411725340132315e-05
116,1,149959963816.31076,3456495095.8469853,-684.3497522854183,29792.182075155288
116,2,219981386984.27353,2795521842.900056,-318.1674039478661,24097.99597833697
117,0,128.36452000217997,0.9651248956126036,0.002175577799317519,2.453666601795119e-05
117,1,149959273568.0364,3486287141.9641523,-690.2482743586045,29792.046117167
117,2,219981066074.1822,2819619804.0261416,-320.9100913504837,24097.96112608593
118,0,130.55868924801035,0.9900845892457728,0.002194169245830374,2.4959693633169232e-05
118,1,149958577421.26706,3516079050.951487,-696.14676935223,29791.90898733492
118,2,219980742421.40695,2843717729.9995365,-323.65277525054177,24097.92597339505
119,0,132.77144985720804,1.0154709254763818,0.002212760609197695,2.538633623060905e-05
